ExpenditureKey,ParentExpenditureKey,ThaiExpenditureName,EnglishExpenditureName
EG102BC,EGA_1002,ค่าซื้อ/เช่าวีซีดี/ดีวีดี  ค่าสมาชิกเคเบิลทีวี (สิ่งของ),Purchasing / Renting VCD / DVD (in-kind)
EG10201A,EG102A,ค่าสมาชิกเคเบิลทีวี (ตัวเงิน),Cable TV subscription fee (cash)
EG10201BC,EG102BC,ค่าสมาชิกเคเบิลทีวี (สิ่งของ),Cable TV subscription fee (in-kind)
EG10202A,EG102A,ค่าดูหนังฟังเพลงออนไลน์ (ตัวเงิน),"Watch movies, listen to music online (cash)"
EG10202BC,EG102BC,ค่าดูหนังฟังเพลงออนไลน์ (สิ่งของ),"Watch movies, listen to music online (in-kind)"
EG10203A,EG102A,อื่น ๆ (เช่น ค่าล้าง/อัด/ขยายภาพ ฯลฯ) (ตัวเงิน),Others (e.g. Film / Photo printing / (cash)
EG10203BC,EG102BC,อื่น ๆ (เช่น ค่าล้าง/อัด/ขยายภาพ ฯลฯ) (สิ่งของ),Others (e.g. Film / Photo printing / (in-kind)
EG103A,EGA_1002,ค่าซ่อมแซม/บำรุงรักษา และอื่น ๆ (ตัวเงิน),Repairing / Maintenance and others (cash)
EG103BC,EGA_1002,ค่าซ่อมแซม/บำรุงรักษา และอื่น ๆ (สิ่งของ),Repairing / Maintenance and others (in-kind)
EG104A,EGA_1003,ดูภาพยนตร์/กีฬา/การแสดงต่าง ๆ (ตัวเงิน),Cinema / Sports / Tradition arts (cash)
EG104BC,EGA_1003,ดูภาพยนตร์/กีฬา/การแสดงต่าง ๆ (สิ่งของ),Cinema / Sports / Tradition arts (in-kind)
EG105A,EGA_1003,สนามเด็กเล่นและสวนสนุก สวนสัตว์ (ตัวเงิน),"Playgrounds and amusement parks, zoos (cash)"
EG105BC,EGA_1003,สนามเด็กเล่นและสวนสนุก สวนสัตว์ (สิ่งของ),"Playgrounds and amusement parks, zoos (in-kind)"
EG106A,EGA_1003,ค่าเรียนและเล่นกีฬา (ตัวเงิน),Sport fees / rate (cash)
EG106BC,EGA_1003,ค่าเรียนและเล่นกีฬา (สิ่งของ),Sport fees / rate (in-kind)
EG10601A,EG106A,ค่าเรียน/เล่นว่ายน้ำ (ตัวเงิน),Tuition / swimming (cash)
EG10601BC,EG106BC,ค่าเรียน/เล่นว่ายน้ำ (สิ่งของ),Tuition / swimming (in-kind)
EG10602A,EG106A,ค่าเรียน/เล่นเทควันโด (ตัวเงิน),Taekwondo study fee / play fee (cash)
EG10602BC,EG106BC,ค่าเรียน/เล่นเทควันโด (สิ่งของ),Taekwondo study fee / play fee (in-kind)
EG10603A,EG106A,ค่าเรียน/เล่นเทนนิส (ตัวเงิน),Tuition / play tennis (cash)
EG10603BC,EG106BC,ค่าเรียน/เล่นเทนนิส (สิ่งของ),Tuition / play tennis (in-kind)
EG10604A,EG106A,ค่าเรียน/เล่นแบดมินตัน (ตัวเงิน),Tuition / play badminton (cash)
EG10604BC,EG106BC,ค่าเรียน/เล่นแบดมินตัน (สิ่งของ),Tuition / play badminton (in-kind)
EG10605A,EG106A,ค่าเรียน/เล่นฟิตเนส/โยคะ (ตัวเงิน),Tuition / Fitness / Yoga fee (cash)
EG10605BC,EG106BC,ค่าเรียน/เล่นฟิตเนส/โยคะ (สิ่งของ),Tuition / Fitness / Yoga fee (in-kind)
EG10606A,EG106A,ค่าเรียน และเล่นกีฬาอื่น ๆ (ตัวเงิน),"Other sport fees (e.g. golf, etc.) (cash)"
EG10606BC,EG106BC,ค่าเรียน และเล่นกีฬาอื่น ๆ (สิ่งของ),"Other sport fees (e.g. golf, etc.) (in-kind)"
EG107A,EGA_1003,อื่น ๆ (เช่น ค่าสมาชิกสโมสร/สมาคมต่าง ๆ ฯลฯ) (ตัวเงิน),"others (e.g. club/association membership fees, etc.) (cash)"
EG107BC,EGA_1003,อื่น ๆ (เช่น ค่าสมาชิกสโมสร/สมาคมต่าง ๆ ฯลฯ) (สิ่งของ),"others (e.g. club/association membership fees, etc.) (in-kind)"
EG108A,EGA_1004,ค่าหนังสือพิมพ์ นิตยสาร และ (ตัวเงิน),"Newspapers, magazines and books (cash)"
EG108BC,EGA_1004,ค่าหนังสือพิมพ์ นิตยสาร และ (สิ่งของ),"Newspapers, magazines and books (in-kind)"
EG10801A,EG108A,หนังสือพิมพ์รายวัน (ตัวเงิน),Newspapers (cash)
EG10801BC,EG108BC,หนังสือพิมพ์รายวัน (สิ่งของ),Newspapers (in-kind)
EG10802A,EG108A,วารสาร/นิตยสาร (ตัวเงิน),Magazines (cash)
EG10802BC,EG108BC,วารสาร/นิตยสาร (สิ่งของ),Magazines (in-kind)
EG10803A,EG108A,หนังสือประเภทอื่น ๆ ที่ไม่ใช่หนังสือเรียน (ตัวเงิน),Books (Excluding studying books) (cash)
EG10803BC,EG108BC,หนังสือประเภทอื่น ๆ ที่ไม่ใช่หนังสือเรียน (สิ่งของ),Books (Excluding studying books) (in-kind)
EG109A,EGA_1004,ค่าธรรมเนียมการใช้ห้องสมุดและอื่น ๆ (ตัวเงิน),Library fees / other reading materials rate (cash)
EG109BC,EGA_1004,ค่าธรรมเนียมการใช้ห้องสมุดและอื่น ๆ (สิ่งของ),Library fees / other reading materials rate (in-kind)
EG110A,EGA_1004,ค่าอาหาร/ของถวายพระ/ไหว้เจ้า (ตัวเงิน),Meals/offering to monks/paying homage (cash)
EG110BC,EGA_1004,ค่าอาหาร/ของถวายพระ/ไหว้เจ้า (สิ่งของ),Meals/offering to monks/paying homage (in-kind)
EG11001A,EG110A,ค่าอาหารสำหรับตักบาตร (ตัวเงิน),Meal for alms giving (cash)
EG11001BC,EG110BC,ค่าอาหารสำหรับตักบาตร (สิ่งของ),Meal for alms giving (in-kind)
EG11002A,EG110A,ผ้าไตรจีวร (ตัวเงิน),Buddhist monk cloth (cash)
EG11002BC,EG110BC,ผ้าไตรจีวร (สิ่งของ),Buddhist monk cloth (in-kind)
EG11003A,EG110A,ดอกไม้/ ธูป / เทียน (ตัวเงิน),Flowers / Incense / Candles (cash)
EG11003BC,EG110BC,ดอกไม้/ ธูป / เทียน (สิ่งของ),Flowers / Incense / Candles (in-kind)
EG11004A,EG110A,เครื่องสังฆทาน (ตัวเงิน),Sangkhapan (cash)
EG11004BC,EG110BC,เครื่องสังฆทาน (สิ่งของ),Sangkhapan (in-kind)
EG11005A,EG110A,อื่น ๆ (เช่น ค่าเช่าพระ ของไหว้เจ้า ฯลฯ) (ตัวเงิน),Other religious expenses (cash)
EG11005BC,EG110BC,อื่น ๆ (เช่น ค่าเช่าพระ ของไหว้เจ้า ฯลฯ) (สิ่งของ),Other religious expenses (in-kind)
EG111A,EGA_11,ค่าจัดงานแต่งงาน งานวันเกิด งานบวช (ตัวเงิน),"Wedding, Birthday, and Other ceremonies (cash)"
EG111BC,EGA_11,ค่าจัดงานแต่งงาน งานวันเกิด งานบวช (สิ่งของ),"Wedding, Birthday, and Other ceremonies (in-kind)"
EG112A,EGB,ภาษีเงินได้ ภาษีบำรุงท้องที่ ค่าบริการทางการเงิน (ตัวเงิน),"Income tax, Land development tax, Financial service (cash)"
EG112BC,EGB,ภาษีเงินได้ ภาษีบำรุงท้องที่ ค่าบริการทางการเงิน (สิ่งของ),"Income tax, Land development tax, Financial service (in-kind)"
EG11201A,EG112A,ค่าภาษีบำรุงท้องที่ (ตัวเงิน),Local tax (cash)
EG11201BC,EG112BC,ค่าภาษีบำรุงท้องที่ (สิ่งของ),Local tax (in-kind)
EG11202A,EG112A,ภาษีเงินได้ ค่าบริการทางการเงิน (ตัวเงิน),Income tax / fees / fines and others (cash)
EG11202BC,EG112BC,ภาษีเงินได้ ค่าบริการทางการเงิน (สิ่งของ),Income tax / fees / fines and others (in-kind)
EG11203A,EG112A,ค่าธรรมเนียมทางการเงิน (ตัวเงิน),Financial fees (cash)
EG11203BC,EG112BC,ค่าธรรมเนียมทางการเงิน (สิ่งของ),Financial fees (in-kind)
EG11204A,EG112A,ค่าธรรมเนียมที่ชำระเงินผ่านช่องทางต่าง ๆ (ตัวเงิน),Other fees (cash)
EG113A,EGB,ค่าสมาชิกกลุ่มอาชีพ (ตัวเงิน),Membership of occupation (cash)
EG113BC,EGB,ค่าสมาชิกกลุ่มอาชีพ (สิ่งของ),Membership of occupation (in-kind)
EG114A,EGB,เงิน / สิ่งของที่ส่งให้บุคคลนอกครัวเรือน (ตัวเงิน),Money / material given to other person (cash)
EG114BC,EGB,เงิน / สิ่งของที่ส่งให้บุคคลนอกครัวเรือน (สิ่งของ),Money / material given to other person (in-kind)
EG115A,EGB,บริจาคเงิน / ซื้อสิ่งของให้แก่องค์กรต่าง ๆ (ตัวเงิน),Donate money/ Material given to other organization/ (cash)
EG115BC,EGB,บริจาคเงิน / ซื้อสิ่งของให้แก่องค์กรต่าง ๆ (สิ่งของ),Donate money/ Material given to other organization/ (in-kind)
EG116A,EGB,เงินทำบุญ / เงินช่วยงานอื่น ๆ (ตัวเงิน),"Other contributions (e.g. ordination/ wedding/ gift, etc.) (cash)"
EG116BC,EGB,เงินทำบุญ / เงินช่วยงานอื่น ๆ (สิ่งของ),"Other contributions (e.g. ordination/ wedding/ gift, etc.) (in-kind)"
EG117A,EGB,ค่าเบี้ยประกันภัย / ทรัพย์สิน / ประกันชีวิต (ตัวเงิน),Insurance premium / Property / Life insurance (cash)
EG117BC,EGB,ค่าเบี้ยประกันภัย / ทรัพย์สิน / ประกันชีวิต (สิ่งของ),Insurance premium / Property / Life insurance (in-kind)
EG11701A,EG117A,ค่าเบี้ยประกันทรัพย์สิน (ตัวเงิน),Property insurance premiums (cash)
EG11701BC,EG117BC,ค่าเบี้ยประกันทรัพย์สิน (สิ่งของ),Property insurance premiums (in-kind)
EG11702A,EG117A,ค่าเบี้ยประกันคุ้มครองผู้ประสบภัยจากรถยนต์/ (ตัวเงิน),Insurance premium for car accident victims (cash)
EG11702BC,EG117BC,ค่าเบี้ยประกันคุ้มครองผู้ประสบภัยจากรถยนต์/ (สิ่งของ),Insurance premium for car accident victims (in-kind)
EG11703A,EG117A,ค่าเบี้ยประกันภัยยานพาหนะ (ตัวเงิน),Vehicle insurance premiums (cash)
EG11703BC,EG117BC,ค่าเบี้ยประกันภัยยานพาหนะ (สิ่งของ),Vehicle insurance premiums (in-kind)
EG11704A,EG117A,ค่าเบี้ยประกันชีวิต (ไม่รวม ประเภทสะสมทรัพย์) (ตัวเงิน),Life insurance premiums (cash)
EG11704BC,EG117BC,ค่าเบี้ยประกันชีวิต (ไม่รวม ประเภทสะสมทรัพย์) (สิ่งของ),Life insurance premiums (in-kind)
EG11705A,EG117A,ค่าเบี้ยประกันสุขภาพ (ไม่รวม ประเภทสะสมทรัพย์) (ตัวเงิน),Health insurance premiums (cash)
EG11705BC,EG117BC,ค่าเบี้ยประกันสุขภาพ (ไม่รวม ประเภทสะสมทรัพย์) (สิ่งของ),Health insurance premiums (in-kind)
EG11706A,EG117A,เงินฌาปณกิจศพ (ตัวเงิน),Funeral money (cash)
EG11706BC,EG117BC,เงินฌาปณกิจศพ (สิ่งของ),Funeral money (in-kind)
EG11707A,EG117A,เงินสมทบประกันสังคม (ตัวเงิน),Social security contributions (cash)
EG11707BC,EG117BC,เงินสมทบประกันสังคม (สิ่งของ),Social security contributions (in-kind)
EG11708A,EG117A,เงินค่าประกันชนิดอื่น ๆ (ตัวเงิน),Other insurance premiums (cash)
EG11708BC,EG117BC,เงินค่าประกันชนิดอื่น ๆ (สิ่งของ),Other insurance premiums (in-kind)
EG118A,EGB,สลากกินแบ่ง/หวย/เล่นม้าแข่งและการพนันอื่น ๆ (ตัวเงิน),Lottery ticket and other kinds of gambing (cash)
EG118BC,EGB,สลากกินแบ่ง/หวย/เล่นม้าแข่งและการพนันอื่น ๆ (สิ่งของ),Lottery ticket and other kinds of gambing (in-kind)
EG119A,EGB,ดอกเบี้ยจ่าย ดอกเบี้ยแชร์ ดอกเบี้ยเงินกู้ ฯลฯ (ตัวเงิน),Interest payment (cash)
EG119BC,EGB,ดอกเบี้ยจ่าย ดอกเบี้ยแชร์ ดอกเบี้ยเงินกู้ ฯลฯ (สิ่งของ),Interest payment (in-kind)
EG120A,EGB,อื่น ๆ (ตัวเงิน),Other expenses (cash)
EG120BC,EGB,อื่น ๆ (สิ่งของ),Other expenses (in-kind)
